Date,Ticker,Name,Price_Open,Price_Close,Price_Avg,EPS,PE_Ratio
2024-09-17,AAL,"American Airlines Group, Inc.",10.989999771118164,11.170000076293945,11.079999923706055,0.84,13.297619138445173
2024-09-18,AAL,"American Airlines Group, Inc.",11.239999771118164,11.029999732971191,11.134999752044678,0.84,13.130952063060942
2024-09-19,AAL,"American Airlines Group, Inc.",11.319999694824219,11.109999656677246,11.214999675750732,0.84,13.226190067472913
2024-09-20,AAL,"American Airlines Group, Inc.",11.069999694824219,11.010000228881836,11.039999961853027,0.84,13.107143129621234
2024-09-23,AAL,"American Airlines Group, Inc.",11.0,10.979999542236328,10.989999771118164,0.84,13.07142802647182
2024-09-24,AAL,"American Airlines Group, Inc.",11.020000457763672,11.039999961853027,11.03000020980835,0.84,13.14285709744408
2024-09-25,AAL,"American Airlines Group, Inc.",11.0600004196167,11.0,11.03000020980835,0.84,13.095238095238095
2024-09-26,AAL,"American Airlines Group, Inc.",11.359999656677246,11.789999961853027,11.574999809265137,0.84,14.035714240301223
2024-09-27,AAL,"American Airlines Group, Inc.",11.819999694824219,11.5600004196167,11.690000057220459,0.84,13.761905261448453
2024-09-30,AAL,"American Airlines Group, Inc.",11.470000267028809,11.239999771118164,11.355000019073486,0.84,13.380952108474006
2024-10-01,AAL,"American Airlines Group, Inc.",11.270000457763672,10.899999618530273,11.085000038146973,0.84,12.97619002205985
2024-10-02,AAL,"American Airlines Group, Inc.",10.729999542236328,10.739999771118164,10.734999656677246,0.84,12.78571401323591
2024-10-03,AAL,"American Airlines Group, Inc.",10.6899995803833,10.819999694824219,10.75499963760376,0.84,12.88095201764788
2024-10-04,AAL,"American Airlines Group, Inc.",11.359999656677246,11.510000228881836,11.434999942779541,0.84,13.702381224859328
2024-10-07,AAL,"American Airlines Group, Inc.",11.550000190734863,11.529999732971191,11.539999961853027,0.84,13.726190158299039
2024-10-08,AAL,"American Airlines Group, Inc.",11.649999618530273,11.920000076293945,11.78499984741211,0.84,14.190476281302317
2024-10-09,AAL,"American Airlines Group, Inc.",12.010000228881836,11.930000305175781,11.970000267028809,0.84,14.202381315685454
2024-10-10,AAL,"American Airlines Group, Inc.",11.770000457763672,11.760000228881836,11.765000343322754,0.84,14.000000272478376
2024-10-11,AAL,"American Airlines Group, Inc.",11.720000267028809,11.789999961853027,11.755000114440918,0.84,14.035714240301223
2024-10-14,AAL,"American Airlines Group, Inc.",11.850000381469727,11.869999885559082,11.860000133514404,0.84,14.130952244713193
2024-10-15,AAL,"American Airlines Group, Inc.",12.119999885559082,12.029999732971191,12.074999809265137,0.84,14.321428253537134
2024-10-16,AAL,"American Airlines Group, Inc.",12.1899995803833,12.890000343322754,12.539999961853027,0.84,15.34523850395566
2024-10-17,AAL,"American Airlines Group, Inc.",12.869999885559082,12.8100004196167,12.84000015258789,0.84,15.25000049954369
2024-10-18,AAL,"American Airlines Group, Inc.",12.859999656677246,13.09000015258789,12.974999904632568,0.84,15.583333514985585
2024-10-21,AAL,"American Airlines Group, Inc.",12.979999542236328,12.970000267028809,12.974999904632568,0.84,15.44047650836763
2024-10-22,AAL,"American Airlines Group, Inc.",12.930000305175781,12.960000038146973,12.945000171661377,0.84,15.428571473984492
2024-10-23,AAL,"American Airlines Group, Inc.",12.850000381469727,12.829999923706055,12.84000015258789,0.84,15.273809432983398
2024-10-24,AAL,"American Airlines Group, Inc.",13.180000305175781,12.779999732971191,12.980000019073486,0.84,15.214285396394276
2024-10-25,AAL,"American Airlines Group, Inc.",12.9399995803833,13.149999618530273,13.044999599456787,0.84,15.654761450631279
2024-10-28,AAL,"American Airlines Group, Inc.",13.65999984741211,13.600000381469727,13.630000114440918,0.84,16.190476644606818
2024-10-29,AAL,"American Airlines Group, Inc.",13.380000114440918,13.819999694824219,13.599999904632568,0.84,16.45238058907645
