date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,ret_pct,ret_log,gap_open_prevclose,spread_hl,spread_co,sma_10,ema_10,wma_10,sma_20,ema_20,wma_20,sma_50,ema_50,wma_50,sma_100,ema_100,wma_100,sma_200,ema_200,wma_200,macd,macd_signal,macd_hist,rsi_14,stoch_k_14,stoch_d_3,williams_r_14,bb_upper_20,bb_mid_20,bb_lower_20,bbp_20,atr_14,hv_20,obv,cmf_20,vwap_20,ticker,symbol
2009-01-02,444.08666829116476,456.27728271484375,442.3451519449249,456.27728271484375,3492665,0.0,0.0,0.0,,,,,0.027450980392156776,,456.27728271484375,,,456.27728271484375,,,456.27728271484375,,,456.27728271484375,,,456.27728271484375,,0.0,0.0,0.0,,,,,,,,,13.932130769918842,,0.0,,,ISF.L,ISF.L
2009-01-05,457.7699802777872,460.00907257262423,451.55027945879556,458.0187683105469,8843876,0.0,0.0,0.0,0.003816726498723222,0.003809461278510895,0.0032714702648835503,0.01853871195054676,0.000543478260869525,,456.593916459517,,,456.44313848586313,,,456.3455762676164,,,456.31176757812494,,,456.2946109297264,,0.13892192786232727,0.027784385572465455,0.11113754228986181,100.0,,,,,,,,13.541178080198117,,8843876.0,,,ISF.L,ISF.L
2009-01-06,459.7603144824953,467.72153204929174,455.77970569909706,463.24334716796875,10981299,0.0,0.0,0.0,0.011406909975967494,0.011342341730546934,0.003802346743065357,0.026072788227092587,0.007575757575757601,,457.80290386105366,,,457.0907774079684,,,456.61607708723807,,,456.449026579904,,,456.3637525838383,,0.6629562596529581,0.154818760388564,0.5081374992643941,100.0,,,,,,,,13.426938670912158,,19825175.0,,,ISF.L,ISF.L
2009-01-07,464.7361720561453,464.7361720561453,447.56979310974594,449.3113098144531,10084698,0.0,0.0,0.0,-0.030074986373121004,-0.030536516012235282,0.0032225500858304628,0.03705693573657503,-0.03319057815845817,,456.25897767076265,,,456.34987573239556,,,456.3296156255602,,,456.30768565385546,,,456.2935790239439,,-0.04541818392146979,0.11477137152655724,-0.16018955544802704,64.99985050042928,,,,,,,,13.69404154773267,,9740477.0,,,ISF.L,ISF.L
2009-01-08,443.5890371513472,451.3014657277307,440.8523689468241,450.0575256347656,7024435,0.0,0.0,0.0,0.0016607991030108682,0.001659421501249092,-0.012735652404273937,0.023255806280998548,0.014582164890633765,,455.13144093694495,,,455.75060429452606,,,456.08365131219574,,,456.18392010892296,,,456.2315287414645,,-0.5403676320084969,-0.016256429180453585,-0.5241112028280434,65.69246865917285,,,,,,,,13.462259778673667,,16764912.0,,,ISF.L,ISF.L
2009-01-09,448.56483716489754,453.0430218953291,442.3451361504092,444.584228515625,10853958,0.0,0.0,0.0,-0.01216132784674806,-0.012235881861370146,-0.0033166615040216966,0.023770040796077148,-0.008874098724348344,,453.21376595125037,,,454.68713993463075,,,455.6326935554675,,,455.9542232456894,,,456.11563520687906,,-1.3586067973413378,-0.28472650281263046,-1.0738802945287074,56.81204558287269,,,,,,,,13.2648044905484,,5910954.0,,,ISF.L,ISF.L
2009-01-12,447.81854849801937,447.81854849801937,439.8573298580546,441.5988464355469,4707321,0.0,0.0,0.0,-0.006714997718307969,-0.006737644755625105,0.007274931891293344,0.01790710990028965,-0.013888888888888892,,451.1019624029406,,,453.4406357918608,,,455.0823466095883,,,455.6699583583598,,,455.97118954746287,,-2.2223448073679606,-0.6722501637236965,-1.5500946436442642,52.632690903497675,,,,,,,,12.885976929792427,,1203633.0,,,ISF.L,ISF.L
2009-01-13,438.862060546875,439.3596365792411,430.65205601283486,438.862060546875,22960920,0.0,0.0,0.0,-0.006197448002327022,-0.0062167318984451825,-0.0061974480023269714,0.01971830460312843,0.0,,448.87652570183775,,,452.05220005424314,,,454.4462569600701,,,455.3371286987264,,,455.80094945790484,,-3.092055856971001,-1.1562113023731575,-1.9358445545978435,49.06898803024492,,,,,,,,12.747463607858114,,-21757287.0,,,ISF.L,ISF.L
2009-01-14,440.6035628563173,441.1011388730946,410.9977898580667,417.4662780761719,12177127,0.0,0.0,0.0,-0.04875286426910863,-0.04998138086896997,0.003968222514546312,0.06859410215937897,-0.05251270468661777,,443.1655715880803,,,448.7583027229982,,,452.9960617097212,,,454.5872108646164,,,455.4195099416687,,-5.445002365212133,-2.013969514940953,-3.43103285027118,31.2530065885486,,,,,,,,13.987169708370242,,-33934414.0,,,ISF.L,ISF.L
2009-01-15,426.92026287576425,426.92026287576425,408.7587365413058,411.99298095703125,8789037,0.0,0.0,0.0,-0.013110752668128,-0.013197457261370893,0.02264610411925866,0.04350417575798704,-0.03496503496503493,443.1412628173828,437.4978278369805,435.5690512917258,,445.25684350719183,,,451.3880977586353,,,453.7437607674365,,,454.98740517565244,,-7.663043959632091,-3.143784403879181,-4.51925955575291,28.411180697892277,,,,,,,,14.285338038805117,,-42723451.0,,,ISF.L,ISF.L
