date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,ret_pct,ret_log,gap_open_prevclose,spread_hl,spread_co,sma_10,ema_10,wma_10,sma_20,ema_20,wma_20,sma_50,ema_50,wma_50,sma_100,ema_100,wma_100,sma_200,ema_200,wma_200,macd,macd_signal,macd_hist,rsi_14,stoch_k_14,stoch_d_3,williams_r_14,bb_upper_20,bb_mid_20,bb_lower_20,bbp_20,atr_14,hv_20,obv,cmf_20,vwap_20,ticker,symbol
2018-06-19,46.379947720055235,46.71589961605086,46.26796494134614,46.62257766723633,16600,0.0,0.0,0.0,,,,,0.0052313544777062675,,46.62257766723633,,,46.62257766723633,,,46.62257766723633,,,46.62257766723633,,,46.62257766723633,,0.0,0.0,0.0,,,,,,,,,0.4479346747047188,,0.0,,,XLC,XLC
2018-06-20,47.079855098845336,47.48952838493516,47.079855098845336,47.201171875,190000,0.0,0.0,0.0,0.01241017199635186,0.012333797046843564,0.009808068418541259,0.008787014931131145,0.0025768298542966344,,46.727776614102446,,,46.67768187749954,,,46.645267636168235,,,46.63403497828115,,,46.628334823532484,,0.04615566329738385,0.009231132659476771,0.036924530637907085,100.0,,,,,,,,0.4778643920614414,,190000.0,,,XLC,XLC
2018-06-21,47.3784758056926,47.45312981491694,46.84655308544469,46.9118766784668,428700,0.0,0.0,0.0,-0.0061289833502296,-0.006147842667129755,0.003756345947557098,0.01285088283567646,-0.009848335542481566,,46.76124935307778,,,46.699986144258325,,,46.65572289272896,,,46.63953679412641,,,46.631156135521884,,0.0587138378006955,0.019127673687720517,0.039586164112974984,96.29631981058911,,,,,,,,0.4870581304479279,,-238700.0,,,XLC,XLC
2018-06-22,47.210505913512485,47.22917030818884,46.837225139723955,47.1171875,181500,0.0,0.0,0.0,0.004376521172674508,0.004366972055026785,0.00636574906377094,0.008354924087801299,-0.001976645064626925,,46.8259653797909,,,46.73971960670991,,,46.6738195439945,,,46.64899522394568,,,46.63599226850177,,0.08426183107744123,0.03215450516566466,0.05210732591177657,96.39827271581463,,,,,,,,0.4802643474491392,,-57200.0,,,XLC,XLC
2018-06-25,46.8745456867193,46.8745456867193,45.74070971855524,46.14665222167969,2509600,0.0,0.0,0.0,-0.020598327909965186,-0.02081343245579559,-0.005149751633216619,0.02406416911374568,-0.015528544423756277,,46.70245389649796,,,46.6832369986118,,,46.65314631566842,,,46.6390478377622,,,46.63112321330951,,0.02589619869517179,0.03090284387156609,-0.005006645176394299,84.54978784380901,,,,,,,,0.544279592734541,,-2566800.0,,,XLC,XLC
2018-06-26,46.39862371402945,46.45461333745272,46.0533377568628,46.223182678222656,104000,0.0,0.0,0.0,0.0016584183870009817,0.0016570447297503677,0.0054602334128018085,0.008695659625800512,-0.0037811689607022496,,46.61531367499335,,,46.63942230143188,,,46.6362849965529,,,46.630812884107954,,,46.62706410350765,,-0.014021980554680624,0.02191787898631675,-0.035939859540997376,84.70938537541221,,,,,,,,0.5340650204384964,,-2462800.0,,,XLC,XLC
2018-06-27,46.49193018516416,46.65990613202893,45.82002639770508,45.82002639770508,144900,0.0,0.0,0.0,-0.008721949834655573,-0.0087602086626144,0.005814128135925997,0.01817009746322699,-0.01445205188907145,,46.47071598821367,,,46.56138459631504,,,46.604274855421615,,,46.61475770615938,,,46.61903387757927,,-0.07729772763725151,0.002074757661603095,-0.0793724852988546,80.02001882774417,,,,,,,,0.5559089285731645,,-2607700.0,,,XLC,XLC
2018-06-28,45.82002929825038,46.463938321949485,45.69871609773281,46.27729797363281,336500,0.0,0.0,0.0,0.009979731830766392,0.009930263157522656,6.330300378286949e-08,0.016700606358773247,0.00997966789601967,,46.435549076471695,,,46.53432872748816,,,46.591452232606365,,,46.60807533521826,,,46.61563352032607,,-0.0895143527403306,-0.01624306441878364,-0.07327128832154695,81.28547448288566,,,,,,,,0.5708598782619865,,-2271200.0,,,XLC,XLC
2018-06-29,46.47327362460929,46.51060241017188,46.11865728150259,46.221309661865234,152300,0.0,0.0,0.0,-0.0012098440103283092,-0.0012105764624208426,0.004234811874455998,0.008469490351243095,-0.00542169602209027,,46.39659645563415,,,46.504517387905025,,,46.57693683767534,,,46.600416609013244,,,46.61170989984388,,-0.1025319801530955,-0.033500847565646016,-0.06903113258744949,80.61224869752822,,,,,,,,0.5580802532910792,,-2423500.0,,,XLC,XLC
2018-07-02,45.82936674660867,46.51060104370117,45.67072119256312,46.51060104370117,321300,0.0,0.0,0.0,0.006258831347537797,0.006239326206570084,-0.00847970163813717,0.018170836293524395,0.014864580190668079,46.505188369750975,46.41732456255543,46.37014590176669,,46.50509678369514,,,46.57433543399008,,,46.59863808296746,,,46.61070384157381,,-0.08848514518584238,-0.04449770708968529,-0.04398743809615709,81.4663916931506,,,,,,,,0.5782087959944344,,-2102200.0,,,XLC,XLC
